Station,District LGD Code,District,Tehsil,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm),
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,28-06-2023 08:30,8.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/5/2023 8:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/8/2023 8:30,25.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/9/2023 8:30,15.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/11/2023 8:30,20,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/12/2023 8:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,14-07-2023 08:30,4.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,15-07-2023 08:30,25.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,16-07-2023 08:30,70.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,17-07-2023 08:30,6.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,18-07-2023 08:30,30.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,19-07-2023 08:30,50.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,20-07-2023 08:30,4.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,21-07-2023 08:30,15.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,22-07-2023 08:30,4.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,25-07-2023 08:30,20.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,27-07-2023 08:30,30.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,28-07-2023 08:30,25.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,29-07-2023 08:30,4.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,8/3/2023 8:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,8/4/2023 8:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,18-08-2023 08:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,19-08-2023 08:30,40.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,20-08-2023 08:30,80.6,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,21-08-2023 08:30,25.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,22-08-2023 08:30,6,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/7/2023 8:30,2.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/8/2023 8:30,6.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/9/2023 8:30,20.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/10/2023 8:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/12/2023 8:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,15-09-2023 08:30,35.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,16-09-2023 08:30,10.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,17-09-2023 08:30,25.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,18-09-2023 08:30,15.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,20-09-2023 08:30,40.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,21-09-2023 08:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,22-09-2023 08:30,15.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,23-09-2023 08:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,25-09-2023 08:30,8.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,26-09-2023 08:30,15.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,27-09-2023 08:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/3/2024 8:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/5/2024 8:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/6/2024 8:30,4.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/7/2024 8:30,30.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/8/2024 8:30,15.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/9/2024 8:30,4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,7/12/2024 8:30,20.6,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,14-07-2024 08:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,15-07-2024 08:30,15.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,16-07-2024 08:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,18-07-2024 08:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,19-07-2024 08:30,60.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,20-07-2024 08:30,80.6,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,21-07-2024 08:30,50.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,22-07-2024 08:30,40.6,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,23-07-2024 08:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,24-07-2024 08:30,25.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,25-07-2024 08:30,50.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,27-07-2024 08:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,28-07-2024 08:30,60.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,29-07-2024 08:30,20.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,8/1/2024 8:30,25.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,8/2/2024 8:30,15.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,8/3/2024 8:30,15.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,8/8/2024 8:30,4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,17-08-2024 08:30,30.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,23-08-2024 08:30,65.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,25-08-2024 08:30,30.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,30-08-2024 08:30,10.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/3/2024 8:30,20.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/9/2024 8:30,40.2,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/10/2024 8:30,60.4,
Deori,473,Chandrapur,CHIMUR,20.38388889,79.37972222,9/11/2024 8:30,40.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,6/2/2021 8:30,47,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,6/4/2021 8:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,6/5/2021 8:30,19.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,6/9/2021 8:30,12.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,6/11/2021 8:30,43,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,6/12/2021 8:30,26.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,13-06-2021 08:30,7.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,14-06-2021 08:30,68.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,15-06-2021 08:30,22,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,18-06-2021 08:30,31.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,24-06-2021 08:30,11.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,25-06-2021 08:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,27-06-2021 08:30,5.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,28-06-2021 08:30,48,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,29-06-2021 08:30,25.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,24-07-2021 08:30,9.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,25-07-2021 08:30,4.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,26-07-2021 08:30,3.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,17-08-2021 08:30,24.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,18-08-2021 08:30,12.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,19-08-2021 08:30,14.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-08-2021 08:30,6.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,22-08-2021 08:30,12.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,29-08-2021 08:30,8.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,30-08-2021 08:30,4.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,31-08-2021 08:30,19.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/1/2021 8:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/2/2021 8:30,2.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/4/2021 8:30,10,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/6/2021 8:30,8.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/7/2021 8:30,22.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/8/2021 8:30,19.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/11/2021 8:30,28.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,13-09-2021 08:30,3.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-09-2021 08:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-09-2021 08:30,19.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-09-2021 08:30,14.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,14-06-2022 08:30,8.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,15-06-2022 08:30,10.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,17-06-2022 08:30,20.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-06-2022 08:30,4.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-06-2022 08:30,72.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/3/2022 8:30,0.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/4/2022 8:30,19.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/7/2022 8:30,25.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/8/2022 8:30,72.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/9/2022 8:30,55.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/10/2022 8:30,19.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/11/2022 8:30,2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/12/2022 8:30,2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,14-08-2022 08:30,40.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,15-08-2022 08:30,88.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-08-2022 08:30,10.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-08-2022 08:30,2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,22-08-2022 08:30,26.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,23-08-2022 08:30,24.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,30-08-2022 08:30,6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,31-08-2022 08:30,6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/1/2022 8:30,2.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/4/2022 8:30,13.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/11/2022 8:30,15.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/12/2022 8:30,35.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,13-09-2022 08:30,10.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-09-2022 08:30,48,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-09-2022 08:30,44.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,22-09-2022 08:30,10,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,27-09-2022 08:30,29,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,29-09-2022 08:30,2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,30-09-2022 08:30,3,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,10/5/2022 8:30,4.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,10/6/2022 8:30,2.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-10-2022 08:30,6.1,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,4/9/2023 8:30,12.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,4/10/2023 8:30,7.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,4/11/2023 8:30,4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,4/12/2023 8:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,14-04-2023 08:30,9.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-04-2023 08:30,8.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,17-04-2023 08:30,2.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-04-2023 08:30,9.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,26-04-2023 08:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,28-04-2023 08:30,12,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-06-2023 08:30,3.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,22-06-2023 08:30,22.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,23-06-2023 08:30,12.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,24-06-2023 08:30,28.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,25-06-2023 08:30,10.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,26-06-2023 08:30,25.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,27-06-2023 08:30,6.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/6/2023 8:30,4.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/7/2023 8:30,2.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/8/2023 8:30,6.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/9/2023 8:30,3.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/11/2023 8:30,38.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/12/2023 8:30,21.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,13-07-2023 08:30,12.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,14-07-2023 08:30,2.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,15-07-2023 08:30,12.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-07-2023 08:30,19.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,17-07-2023 08:30,4.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,18-07-2023 08:30,38.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,19-07-2023 08:30,78.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-07-2023 08:30,92.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-07-2023 08:30,37.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,22-07-2023 08:30,23.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,24-07-2023 08:30,3.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,25-07-2023 08:30,12.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,26-07-2023 08:30,84,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,27-07-2023 08:30,40.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,28-07-2023 08:30,73.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,29-07-2023 08:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/2/2023 8:30,4.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/3/2023 8:30,2.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,15-08-2023 08:30,4.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-08-2023 08:30,8.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,18-08-2023 08:30,7.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,19-08-2023 08:30,32.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-08-2023 08:30,24.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-08-2023 08:30,3.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,24-08-2023 08:30,4.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,25-08-2023 08:30,12.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,26-08-2023 08:30,74.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/3/2023 8:30,8.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/4/2023 8:30,29.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/5/2023 8:30,18.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/6/2023 8:30,14.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/7/2023 8:30,4.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/10/2023 8:30,12.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/11/2023 8:30,4.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,13-09-2023 08:30,5.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,14-09-2023 08:30,14.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,15-09-2023 08:30,54.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-09-2023 08:30,2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-09-2023 08:30,4.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,22-09-2023 08:30,21.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,23-09-2023 08:30,9.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,28-09-2023 08:30,4.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,18-03-2024 08:30,6.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,18-05-2024 08:30,2.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,30-05-2024 08:30,8.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,6/9/2024 8:30,2.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,17-06-2024 08:30,4.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,18-06-2024 08:30,6.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,19-06-2024 08:30,12.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-06-2024 08:30,10.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-06-2024 08:30,2.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,22-06-2024 08:30,8.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,23-06-2024 08:30,12.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,28-06-2024 08:30,46.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/2/2024 8:30,2.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/3/2024 8:30,22.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/5/2024 8:30,9.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/6/2024 8:30,10.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/7/2024 8:30,64.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/8/2024 8:30,12.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/9/2024 8:30,7.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,7/10/2024 8:30,2.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,13-07-2024 08:30,6.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,14-07-2024 08:30,9.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,15-07-2024 08:30,2.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-07-2024 08:30,4.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,17-07-2024 08:30,8.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,18-07-2024 08:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,19-07-2024 08:30,104.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-07-2024 08:30,22.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,21-07-2024 08:30,29.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,22-07-2024 08:30,23.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,24-07-2024 08:30,34.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,25-07-2024 08:30,40.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,26-07-2024 08:30,46.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,27-07-2024 08:30,12.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,28-07-2024 08:30,7.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,29-07-2024 08:30,2.4,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,30-07-2024 08:30,3.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,31-07-2024 08:30,2.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/1/2024 8:30,4.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/3/2024 8:30,8.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/8/2024 8:30,6.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,8/12/2024 8:30,2.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,15-08-2024 08:30,6.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,16-08-2024 08:30,2.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,17-08-2024 08:30,2.2,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,23-08-2024 08:30,9.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,24-08-2024 08:30,4.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,25-08-2024 08:30,4.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/1/2024 8:30,19.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/2/2024 8:30,12.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/3/2024 8:30,2.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/4/2024 8:30,3.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,9/10/2024 8:30,6.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,24-09-2024 08:30,3.8,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,27-09-2024 08:30,11.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,10/9/2024 8:30,2.6,
Dhaba.,473,Chandrapur,GONDPIPRI,19.52944444,79.58888889,20-10-2024 08:30,15.8,
Dhanaj (bk),499,Washim,KARANJA,20.6575,77.62138889,6/1/2021 8:30,2,
Dhanaj (bk),499,Washim,KARANJA,20.6575,77.62138889,6/4/2021 8:30,12,
